GSM1253375	GSM1253376	GSM1253377	GSM1253378	GSM1253379	GSM1253380	GSM1253381	GSM1253382	GSM1253383	GSM1253384	GSM1253385	GSM1253386	GSM1253387	GSM1253388	GSM1253389	GSM1253390	GSM1253391	GSM1253392	GSM1253393	GSM1253394	GSM1253395	GSM1253396	GSM1253397	GSM1253398	GSM1253399	GSM1253400	GSM1253401	GSM1253402	GSM1253403
NR1D2	0	2	0	0	0	0	0	1	12	0	0	1	17206	0	0	1558	0	349	1	25	0	20	0	0	41	1	154	5	0
NR1H2	0	0	2	0	0	113	0	0	0	0	0	561	0	1	19	27	0	6	1	39	31	59	25	11	32	39	8	0	0
NR1H3	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	1	0	0
NR1H4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NR1I3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	61	0	0
NR2C1	0	0	3	0	0	0	1	0	0	0	0	3	0	0	6	1	0	0	0	10	0	0	169	1	0	0	2	2	0
NR2C2	0	0	1	0	0	0	1	6	0	0	0	0	1251	3	828	26	0	422	0	1	564	8	169	0	0	0	95	0	13
NR2C2AP	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	10	131	0	18	50	3	184	355	6	3
NR2F1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
NR2F2	21	2	0	9	0	0	0	4	12	1	0	0	0	0	0	0	0	0	0	0	0	15	260	0	513	5	645	1	1
NR2F6	9	1	0	14	5	0	0	0	0	0	0	0	17	80	0	0	5	0	1087	1274	198	1501	74	208	549	8179	3849	6323	4834
NR3C1	3	1	1	1	0	0	4	1	0	3	35	5	0	5778	2510	191	0	0	0	2	0	5	61	0	0	0	6	0	0
NR3C2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
NR4A1	0	0	0	1	0	0	0	0	0	0	0	0	1708	1	0	0	2	39	53	33	37	133	588	4	226	1	16	3	3
NR4A2	0	2	0	0	0	1	0	0	0	1	2	0	0	390	19	1197	1	0	1362	0	0	0	0	0	0	54	353	0	2
NR4A3	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	516	0	0	0	0	0	59	0	0	0	0	0	0	0
NR6A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
NRARP	0	0	0	5	0	0	1	0	8	1	0	0	0	0	0	0	0	0	2	0	0	169	60	0	0	0	13	0	0
NRAS	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	80	170	0	0	135	0	4	0	62	0	0
NRBF2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	44	490	0	1	17	0	1
NRBP1	0	8	1	10	8	2335	0	4	1	5	3	16	12	4	1	70	5	510	863	1416	223	324	92	349	133	14637	1508	3028	337
NRBP2	0	0	1	320	3	4	15	3	0	0	0	0	0	3	0	0	0	804	538	0	3	2529	113	0	0	2	1115	9	1
NRCAM	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
NRD1	13	4	41	1320	3	1	10	8	16	14	7	174	70	5	19012	7307	5	140	712	1192	2530	92	219	1225	1563	11322	4983	3214	245
NREP	0	0	0	296	0	0	0	3	17	1	0	0	0	0	0	0	0	0	1	131	0	21	137	0	0	1	148	0	0
NRF1	0	0	0	0	0	0	1	0	0	0	92	0	0	5222	4	0	0	0	0	1	0	5	9	2	285	0	239	0	0
NRGN	584	3	7	347	0	80	3	1	208	4	503	114	435	12378	5297	15317	2	198	0	1	2	81	1	52	1653	5	1304	1414	0
NRIP1	0	5	8	1	0	2	3	4	3	7	4	3	0	591	2	3	2	0	1472	0	0	334	333	0	8	1	104	0	0
NRIP2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NRIP3	0	0	0	0	0	0	0	3	0	6	0	0	1	0	0	18	0	1	0	0	0	0	0	0	0	1	1	0	3
NRK	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRM	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1248	2	0	0	0	17	0	0	2	418	0	156	0	0
NRP1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	58	0	0	619	0	0
NRP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
NRSN1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRSN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	684	204	0	0	2	0	0	0	70	0	0
NRXN1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1
NRXN2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRXN3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	3	87	0	0	0	0	0	0	0	1
NSA2	1782	11	1	156	2	0	4	0	1	3	1	3	1	0	0	0	7	0	399	647	0	32	936	112	359	3	918	3	420
NSD1	0	0	0	0	1	52	1	0	6	0	0	0	1	2337	21	340	0	0	45	178	27	55	44	0	66	1610	203	4	0
NSDHL	0	0	0	0	1	0	0	0	0	0	0	0	4	5	1	0	2	848	2351	591	0	30	37	190	23	2	2242	353	276
NSF	0	0	0	2	0	0	1	3	0	0	0	0	4	0	0	1	0	2	0	7	0	919	161	0	0	2	266	2	4431
NSFL1C	1060	7	0	2	15	0	7	0	1	1	0	0	1	17	488	0	1	3169	1772	1293	166	27	1045	590	608	2959	815	9	4829
NSL1	0	0	0	0	0	4	0	0	0	0	0	2	2	0	0	1	1	0	170	0	0	0	18	0	1	4	72	4	2
NSMAF	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	85	0	0	2090	75	7	0
NSMCE1	158	2	0	30	4	0	6	6	3	0	0	0	0	2	0	0	1	2	1982	1059	3995	23	1422	2003	1895	8	1728	0	0
NSMCE2	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	3	479	212	1731	142	32	123	48	0	319	0	2
NSMCE4A	0	0	6	1	3	1	5	1	3	2	2	2	1	2	5	1	1	1020	0	104	0	2	138	0	0	0	135	0	0
NSRP1	0	2	0	0	0	6	0	0	0	1	0	0	0	0	0	291	1	98	238	90	0	0	1	0	45	0	19	0	0
NSUN2	0	0	0	0	0	661	0	3	0	0	0	0	0	1	0	0	0	147	251	23	0	0	17	0	11	0	0	0	0
NSUN3	0	0	0	22	0	1	0	2	0	0	0	0	0	0	0	0	0	13	0	0	0	9	0	20	0	0	0	0	0
NSUN4	26	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	5	0	0	0	437	31	4	0	0	1	170	12	1
NSUN5	3	0	0	92	1	0	0	0	0	0	0	0	0	0	82	0	0	5	1	122	2	9	93	52	0	158	200	0	0
NSUN5P1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	10	2	0	0	0	0	78	0	0
NSUN5P2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	3	1	11	78	326	1	0	0	1	145	0	0
NSUN6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8	0	0
NSUN7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	17	0	0	0	0
NT5C	0	1	2	97	0	86	0	0	1	1	2	36576	0	0	0	909	1	4	6	84	0	81	20	1	7	2	166	0	0
NT5C1B	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	2	4	0	28	4	0	0	0	0	3	5	0	0
NT5C2	0	1	12	0	0	0	0	1	3	2	3	1	27477	0	11	1673	2	0	1	5	0	41	35	1	1	3	35	0	9
NT5C3	0	16	18	470	8	3	28	11	93	27	5809	537	16185	8563	20167	34458	7	658	303	777	1	19	530	479	1046	0	117	0	1
NT5C3L	481	6	0	0	1	0	3	0	0	0	2	0	5	0	0	0	0	0	1343	577	1118	13	118	313	0	2	441	3099	0
NT5DC1	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	93	0	0	0	354	0	0	199	94	0	26	55	0	0
NT5DC2	0	1	1	6	1	70	0	1	0	0	2	13	3	1	529	281	0	0	397	267	0	896	25	1	10	2	609	3	0
NT5DC3	0	0	0	35	0	0	5	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	4	768	0	91	0	0
NT5E	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NT5M	31	1	1	0	2	9393	2	1	0	0	0	0	0	1	421	2465	0	216	46	134	478	0	0	1	0	0	3	0	0
NTAN1	619	2	12	19	1	0	0	0	20	3	2	33	7	1	0	0	0	87	115	480	280	4	6	1767	8	0	156	2583	0
NTHL1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	29	2	145	0	20	0	0
NTMT1	0	0	0	365	0	0	1	0	0	0	0	0	0	0	0	0	0	0	97	5	4	0	124	19	2	7	620	0	79
NTN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0
NTN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	13	1	77	2206	0	29	0	0
NTN5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
NTNG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NTPCR	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	497	0	36	64	929	329	0	155	2	2
NTRK1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTRK2	0	0	0	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTRK3	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	631	0	0	0	0	0	0	0
NUAK1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	2206	0	0	0	0	0	0	0	0	0	0
NUAK2	0	0	0	1	0	2	0	0	0	0	170	0	0	0	0	17	0	0	0	41	0	0	0	0	0	17	16	0	1
NUB1	14	4	2	5	1	0	0	0	3	1	0	1	0	0	0	0	4	195	0	526	0	2	166	1	0	1	6	9	386
NUBP1	0	1	179	12	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	348	0	2547	195	1061	67	0	718	1	0
NUBP2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	93	0	0	16	6	16	6	341	0	0
NUBPL	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	82	25	0	0	0	1	0
NUCB1	0	0	116	203	0	0	1	0	4	1	0	0	1	0	690	4	0	619	1464	332	694	566	116	165	32	2949	653	2	4446
NUCB2	5	0	1	4	15	0	1	1	23	5	72	3	2	0	1	4	0	150	1608	2747	2137	2478	779	13	39	7414	1589	6	428
NUCKS1	172	1	1	1	1	0	1	0	1	2	2	1056	1	0	0	1	5	663	0	150	1672	9	1535	109	995	2129	806	28	596
NUDC	24	1	0	0	3	0	0	0	1	0	0	0	9	0	2	0	5	0	277	838	2696	216	647	623	1336	11440	5472	2395	3835
NUDCD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	26	0	0	0	3	604	0	5	0	0
NUDCD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	371	0	0	0	211	1	394	1	88	2	1521
NUDCD3	0	3	0	0	1	0	3	1	0	0	0	0	0	1	0	0	0	452	1505	27	0	15	473	1360	30	2	510	0	1
NUDT1	1473	11	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	113	0	3	1	408	0	0
NUDT10	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NUDT12	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0
NUDT14	0	0	0	2	0	0	0	0	0	1	1	1	1	0	2	34	0	1	4	75	0	410	13	0	0	126	19	0	0
NUDT15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	132	123	0	0	10	5	0
NUDT16	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	200	0	0	103	0	95	2	489	0	0
NUDT16L1	1	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	98	2207	2	101	938	15	0	103	4	1183	2	672
NUDT16P1	2	0	9	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	5	815	0	55	0	0
NUDT17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	22	0	17	0	0	27	20	5	1	23	0	0
NUDT18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0
NUDT19	0	1	1	1	1	3	2	1	0	0	0	504	0	0	0	2	1	0	0	0	0	866	69	501	513	0	146	14	26
NUDT2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	1	903	10	0	0	1	811	0	0
NUDT21	1	0	1	691	4	0	1	0	0	1	1	62	1	41	1	257	0	203	0	602	1	1	214	1069	19	0	574	38	348
NUDT22	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	6	0	0	0	160	332	3	0
NUDT3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	125	0	0	0	0	86	0	0	194	1	0	0	0	0	0
NUDT4	140	1	3	248	6	170	11	12	13	4	0	0	1861	10	0	0	8	2762	899	2	149	532	206	50	818	1	17	0	1
NUDT5	1	1	0	1	0	1	1	0	2	1	1	0	0	1	0	1	0	2	599	299	110	1	264	6	929	1	1095	0	0
NUDT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	356	7	24
NUDT8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	1183
NUDT9	0	4	4	27	3	0	2	1	4	8	6	8	2	0	1	2	1	1	1	835	1536	3	170	555	4	20	83	3	1
NUF2	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	84	1	37	0	6	1	7
NUFIP1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	15	0	261	201	0	0	0	40	0	0
NUFIP2	0	0	0	0	3	2	3	1	9	0	1	0	1	3	0	0	12	372	0	253	94	24	32	1	40	347	46	0	0
NUGGC	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NUMA1	0	0	0	2	2	116	3	1	4	1	1	0	10311	6	2590	2057	7	144	1342	444	3	934	237	182	664	991	2404	17	2
NUMB	2	0	1	0	1	0	0	0	1	1	1	0	4	0	0	584	0	0	0	63	1	68	187	0	24	3	41	4	3
NUMBL	0	0	0	0	0	0	0	1	0	0	0	41	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0
NUP107	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	69	0	0	44	0	21	0	7	0	810
NUP133	1	0	0	0	35219	1	16	9	0	0	0	0	1	7	2	0	3	82	3	4	1	26	188	24	1	4878	278	45	0
NUP153	0	0	4	2	0	0	0	0	0	1	0	0	4871	0	0	53	3	188	0	0	0	1360	108	3	240	4	301	0	0
NUP155	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	747	390	0	0	206	0	1	0	435	1	1
NUP160	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	761	213	87	0	0	2	0	2
NUP188	13	0	21	2	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	79	367	0	129	69	216	0	191	0	17
NUP205	0	0	0	0	3	0	0	1	0	2	0	0	0	0	0	0	3	4	0	301	0	0	308	1	0	0	126	0	0
NUP210	743	6	2	35	5	0	0	0	1	0	0	0	0	4	0	0	0	306	569	1053	50	13	102	1	53	0	214	1	3
NUP214	0	0	0	342	5	0	0	0	0	0	0	0	0	1621	2795	0	0	385	13	1773	0	33	87	157	64	53	449	3	3
NUP35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	1	0	0	0	0	0	0
NUP37	34	1	0	242	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	204	0	0	45	168	0	0	53	2	0
NUP43	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	29	1	20	0	0	5	0	53	0	9	0	0
NUP50	0	1	0	610	3	1070	2	1	0	0	0	0	0	0	2699	91	4	27	88	706	1312	1041	299	0	0	1	613	0	0
NUP54	0	0	0	2	0	0	0	0	0	0	0	0	4	0	247	0	0	0	15	0	0	588	25	0	0	0	2	0	0
NUP62	7296	50	9	11	2	1	7	6	0	6	0	0	3	1	0	0	0	10	7	0	1431	1782	254	1041	1194	10263	2239	3	3
NUP85	2	1	0	0	1	0	0	9	1	0	0	1	1	1	0	1	0	243	1108	0	0	40	235	7	0	0	33	1	0
NUP88	0	1	0	0	7	0	2	2	1	5	0	0	0	2	0	0	3	581	0	1768	0	1	78	980	846	3	288	8	4
NUP93	389	3	0	2	1	2	2	0	0	0	0	0	0	1	0	0	4	0	219	251	16	419	136	636	0	3080	1102	1	0
NUP98	0	0	6	294	0	0	0	4	0	2	0	0	0	0	0	939	1	54	201	27	642	1	320	0	0	16	4	1	1019
NUPL1	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	1	1	1	0	5	0	0	32	0	0	1	14	0	0
NUPL2	0	0	0	0	0	0	0	2	0	0	0	1	0	4	1	0	0	725	1	7	793	0	0	413	321	2	0	0	1
NUPR1	2093	11	0	38	0	0	3	1	2	0	0	0	0	0	0	0	5	49	0	335	2569	5595	135	208	1786	0	666	0	259
NUS1	0	0	0	0	1	0	2	3	0	0	0	0	0	0	0	0	0	0	16	421	0	0	0	0	0	0	51	0	0
NUSAP1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	195	3	934	3	737	8	7392
NUTF2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	30	2	0	0	0	0	1	0	0	0	0	0	0	0
NVL	2056	9	1	9	0	17	2	0	0	1	5	3	0	4	1	0	2	436	1	562	1377	1	184	469	604	1	105	0	0
NWD1	0	0	1	0	0	2	0	1	1	1	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0
NXF1	40	4	18	14	3	1	2	1	4	2	0	11	93	3	0	0	3	1170	4	1363	1	4201	203	81	4	525	297	11	0
NXF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NXN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	0	0	0	0	0	0	0	0	0	0	0	0	0
NXPE3	0	3	1	0	3	1	2	0	17	2	2	0	1	0	1	0	2	0	0	43	1	0	113	7	883	2685	9	0	0
NXPH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	6	0	0
NXPH2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NXPH3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
NXPH4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	22	13	1	92	1	3
NXT1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	2	122	0	0	0	41	0	5	854	53	124	8	0
NXT2	0	0	1	1	1	0	4	5	0	0	0	0	1	0	0	0	0	62	1	0	0	0	0	0	0	0	0	551	0
NYAP1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NYAP2	1	0	0	0	0	29	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	27	2	0	3
NYNRIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0
O3FAR1	0	0	0	0	0	0	0	0	0	0	0	17	0	0	2	0	0	0	0	1	0	0	0	1	90	0	45	0	0
OAF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	433	150	10	0	0	0	0
OAS1	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	165	446	0	0	277	0	0
OAS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	361	652	571	0	106	3	0
OAS3	0	0	0	0	6	0	0	0	0	0	0	0	2	17	0	0	0	551	1	777	58	1	212	0	1	3	1251	0	0
OASL	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	981	177	0	0	0	0
OAT	194	0	0	9	0	1	0	0	5	0	1	1	5	1	0	0	2	29	1	0	2	111	462	257	58	0	6	12	0
OAZ1	4150	32	3266	7427	11	49	9	7	27	17	15	12796	48268	19916	6449	22581	18	4344	2316	1473	4817	3020	991	875	2338	5722	4525	5579	11590
OAZ2	0	0	0	417	5	1	0	1	3	0	0	0	16	6	0	0	1	976	1359	541	6	372	192	1128	162	2	692	10725	0
OAZ3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	175	10	1	382	77	3	25	2	680	0	9
OBFC1	0	0	0	4	0	2	0	0	0	1	0	0	3	0	0	0	0	0	0	98	0	1018	206	4	865	0	233	6	4
OBFC2A	0	0	1	0	0	1	3	2	4	1	1	1	9447	12044	9	99	0	0	0	0	1	6	0	0	19	0	0	0	0
OBFC2B	0	0	0	3	3	0	2	0	0	0	0	0	0	2	1	0	0	1	361	972	2317	0	350	1	0	5	191	0	0
OBSCN	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	0	226	5	2	0	0	0	418	0	0
OBSL1	0	0	0	1	6	0	1	1	0	0	0	2407	0	0	0	3	0	80	0	849	2	31	136	575	230	0	0	0	0
OCA2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OCEL1	0	0	0	27	3	0	0	0	0	0	0	0	0	0	1912	0	0	0	0	187	154	0	1	0	0	1	419	1	252
OCIAD1	0	0	1	5	16	3	7	5	4	3	7	2	3	6	0	493	9	956	1827	2675	2278	8	457	119	1	8662	883	1	4
OCIAD2	0	0	0	3	2	1	0	0	0	0	0	0	1	0	0	0	0	10	59	198	0	1436	186	914	597	2	511	5	1656
OCRL	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	281	629	0	260	133	0	1	48	3	1
ODC1	3310	19	13	1604	13	11	16	5	13	14	3	442	9108	47191	11328	16656	3	1117	577	297	796	19	1431	0	0	6	192	5602	253
ODF1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ODF2	0	0	0	23	0	5	0	0	0	0	0	0	0	0	0	78	3	339	160	0	0	11	570	11	1160	2	547	0	359
ODF2L	0	0	1	3	3	17	1	0	0	0	0	2	313	3	0	11	0	5	0	653	0	0	76	1	1	0	1	0	0
ODF3L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ODZ1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ODZ2	0	0	0	0	1	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ODZ4	0	5	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
OFD1	0	12	20	14	4	1	1	2	13	14	11	27479	1	2	734	2951	2	349	1694	1781	469	16	590	1	61	0	47	1	1
OGDH	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	26	48	31	1	0	46	0	9
OGDHL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OGFOD1	25	0	0	464	0	0	0	1	0	1	0	0	469	0	5	0	0	1	840	8	1	0	12	2	305	9	127	0	0
OGFOD2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	0	0	0	0
OGFR	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	34	0	0	0	16	7	17	5	0	21	0	0
OGFRL1	0	0	0	0	1	0	0	0	2	2	0	1	0	0	0	0	0	0	0	90	0	4	42	288	0	0	0	0	0
OGG1	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	2	635	10	191	0	5	0	0	2	288	0	26
OGN	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OGT	0	2	2	294	3	2	8	0	2	2	0	3	36617	0	2535	0	1	352	0	251	915	1865	546	998	1	4	158	1	421
OIP5	0	0	0	0	0	855	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	72	0	145	0	69	0	450
OIP5-AS1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	142	0	0	0	6	0	0
OLA1	0	1	1	135	1	0	0	0	4	0	0	1	6	2	0	0	0	654	0	2	409	2	356	185	228	6749	385	16	1
OLAH	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OLFM1	0	0	0	271	2	0	0	1	0	0	0	0	0	0	0	0	0	1	177	569	0	5	0	0	0	0	0	0	0
OLFM2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
OLFML2A	0	0	0	0	2	0	0	0	0	1	1	0	0	6	1	1	0	0	0	526	0	0	0	0	0	0	0	0	0
OLFML3	0	0	0	0	7	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1804	0	0	0	0	0	0	0	0	0
OLIG2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OLR1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OMA1	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	164	0	0	2	17	0	0
OMD	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OMG	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONECUT2	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	528	0	0	0	0	15	0	0
OPA1	0	0	3	1318	4	0	3	0	3	0	0	1	0	2	51	0	3	356	0	599	7	0	356	0	0	0	368	0	2
OPA3	0	0	0	0	0	3	0	0	0	0	3	12	3	0	1	1	0	0	6	100	1	0	75	0	1	0	33	1	0
