gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ER_target_lenient	ER_target_stringent	ER_early	ER_late	ER_target_ChIP
DDX60	268.6024013	0.047506099	0.153974585	0.308532082	0.758	0.857	no	no	FALSE	FALSE	FALSE
SORL1	259.6783237	-0.071279433	0.116695613	-0.610815022	0.541	0.695	no	no	FALSE	FALSE	FALSE
TMPRSS4	160.7168026	-0.360099791	0.126487597	-2.846917789	0.004414476	0.015751603	down	no	FALSE	FALSE	TRUE
BUD13	369.248197	0.095464602	0.093130214	1.025065852	0.305332117	0.471912433	no	no	FALSE	FALSE	FALSE
TRPC6	36.13621935	1.197110702	0.151060388	7.924716164	2.28668e-15	5.21722e-14	up	up	FALSE	FALSE	FALSE
DCUN1D5	1085.860769	0.202282878	0.063652253	3.17793742	0.001483268	0.006153054	up	no	FALSE	FALSE	TRUE
YAP1	3177.113101	-0.083809598	0.041516243	-2.018718274	0.04351651	0.107568547	no	no	FALSE	FALSE	FALSE
TRIM29	131.4444098	0.268856284	0.131085652	2.050997038	0.0403	0.101	no	no	FALSE	TRUE	FALSE
SLC37A4	833.5632806	0.22120362	0.065253635	3.389904956	6.99e-4	0.00317	up	no	FALSE	FALSE	FALSE
RDX	6630.879259	-0.166978887	0.035484728	-4.705654937	2.53e-6	1.96e-5	down	no	FALSE	FALSE	TRUE
PPP2R1B	603.6530523	-0.037748841	0.074204498	-0.508713648	0.611	0.751	no	no	FALSE	FALSE	FALSE
FDX1	612.8700258	-0.069516674	0.079078919	-0.879079725	0.37935805	0.551170585	no	no	FALSE	FALSE	FALSE
C11orf1	53.58366021	0.216493959	0.15393964500000001	1.406356104	0.16	0.296	no	no	FALSE	FALSE	FALSE
MMP13	681.8304877	-0.222055013	0.078119526	-2.842503347	0.00448	0.0159	down	no	FALSE	FALSE	FALSE
TMPRSS13	437.7018518	-0.235521394	0.088063263	-2.67445681	0.00749	0.0247	down	no	FALSE	FALSE	TRUE
ALKBH8	182.9057767	0.028717699	0.118904936	0.241518141	0.809153558	0.890945028	no	no	FALSE	FALSE	FALSE
MAP2K5	489.2813381	0.084379733	0.087444901	0.96494744	0.334571138	0.504105122	no	no	FALSE	FALSE	FALSE
SQRDL	232.8437603	-0.231816442	0.118985175	-1.94828004	0.051381464	0.123151162	no	no	FALSE	FALSE	FALSE
CTDSPL2	755.9865317	0.109186094	0.068775892	1.587563482	0.112	0.228	no	no	FALSE	FALSE	FALSE
SLTM	2751.53185	0.012034074	0.042517651	0.283037137	0.777148369	0.870995933	no	no	FALSE	FALSE	FALSE
THBS1	72859.62766	-0.503500958	0.024283354	-20.73440735	1.7e-95	6.35e-93	down	no	FALSE	FALSE	TRUE
MAPKBP1	349.1354755	0.047018232	0.098235195	0.478629195	0.632202445	0.767529937	no	no	FALSE	FALSE	FALSE
NUSAP1	644.5010899	0.109502406	0.07361664	1.487468145	0.137	0.264	no	no	FALSE	FALSE	FALSE
NDUFAF1	215.5006051	0.076617412	0.114252976	0.670594452	0.502478918	0.663986668	no	no	FALSE	FALSE	FALSE
KIF23	932.4306304	0.16387299	0.071578232	2.289424948	0.0221	0.0618	no	no	FALSE	FALSE	FALSE
CASC5	341.4216085	0.041765776	0.099534196	0.419612338	0.675	0.799	no	no	FALSE	FALSE	FALSE
HAUS2	519.6124174	0.136900004	0.091975413	1.488441304	0.137	0.264123028	no	no	FALSE	FALSE	FALSE
RTF1	2625.604047	0.032109013	0.040571723	0.791413588	0.428702683	0.59714706	no	no	FALSE	FALSE	FALSE
PARP6	1841.756144	0.059392582	0.054092302	1.097985836	0.272	0.436	no	no	FALSE	FALSE	FALSE
RPLP1	25042.91478	0.060731849	0.02357638	2.575961622	0.01	0.0317	no	no	FALSE	FALSE	FALSE
PAQR5	46.32005004	-0.232236753	0.154420353	-1.503925796	0.132600474	0.258339755	no	no	FALSE	FALSE	FALSE
LRRC49	56.59868037	0.046943243	0.153081557	0.306655118	0.759105896	0.85759329	no	no	FALSE	FALSE	TRUE
TUBGCP4	721.2840132	0.173289385	0.075664472	2.290234512	0.022007726	0.061665812	no	no	FALSE	FALSE	FALSE
RMDN3	1919.459136	-0.041384239	0.047342555	-0.874144597	0.382039513	0.553823088	no	no	FALSE	FALSE	FALSE
ITPKA	52.14884421	-0.416941277	0.154474382	-2.699096586	0.006952799	0.023202563	down	no	FALSE	FALSE	FALSE
UACA	2816.133273	-0.312387636	0.042202749	-7.40206842	1.34e-13	2.59e-12	down	no	FALSE	FALSE	FALSE
SMAD6	1197.964981	-0.381252566	0.059348312	-6.42398337	1.33e-10	1.91e-9	down	no	FALSE	FALSE	TRUE
TMEM62	173.445312	0.044835963	0.129817158	0.345377792	0.729810371	0.838333891	no	no	FALSE	FALSE	FALSE
ADAM10	4309.529906	-0.37503562	0.03481007	-10.77376803	4.58e-27	2.22e-25	down	no	FALSE	FALSE	FALSE
STRA6	37.06994306	-0.434060038	0.153164019	-2.833955654	0.0046	0.0163	down	no	FALSE	FALSE	FALSE
ZNF280D	618.9347907	0.168938045	0.079906726	2.11419054	0.0345	0.0893	no	no	FALSE	FALSE	FALSE
RSL24D1	2329.487545	0.119853544	0.046792697	2.561372865	0.0104	0.0329	no	no	FALSE	FALSE	FALSE
GCHFR	192.1024857	-0.033276084	0.11816937	-0.281596524	0.778252906	0.871753471	no	no	FALSE	FALSE	TRUE
BCAR3	1604.778472	-0.491362297	0.050646149	-9.701868862	2.96e-22	1.07e-20	down	no	FALSE	FALSE	TRUE
TTLL7	116.327566	-0.132397464	0.138120559	-0.958564493	0.337778187	0.507620055	no	no	FALSE	FALSE	FALSE
FNBP1L	2380.00114	-0.201545104	0.046554047	-4.32927141	1.5e-5	9.93e-5	down	no	FALSE	FALSE	FALSE
CCBL2	290.0003652	0.066227864	0.104745913	0.632271577	0.527209433	0.684094122	no	no	FALSE	FALSE	FALSE
GTF2B	444.0377413	0.080889859	0.089003012	0.908844061	0.363432445	0.53518698	no	no	FALSE	FALSE	FALSE
RABGGTB	1017.698686	0.004710756	0.06615362	0.071209341	0.943231147	0.968887579	no	no	FALSE	FALSE	FALSE
ARHGAP29	515.0922776	-0.378300071	0.085106989	-4.444994166	8.78943e-6	6.13107e-5	down	no	FALSE	FALSE	TRUE
DBT	494.6491767	0.086556139	0.08140254	1.063310045	0.288	0.453	no	no	FALSE	FALSE	FALSE
RTCA	590.7794544	-0.150846979	0.081692597	-1.846519564	0.064816801	0.147789366	no	no	FALSE	FALSE	FALSE
IFT172	276.2046115	0.369716288	0.10524382	3.512950117	4.43e-4	0.00211	up	no	FALSE	FALSE	FALSE
EPT1	4325.027662	0.130988674	0.037449757	3.497717579	4.69258e-4	0.002215862	no	no	FALSE	FALSE	FALSE
CGREF1	896.8080827	0.558780695	0.069850193	7.999701488	1.25e-15	2.93e-14	up	no	FALSE	FALSE	FALSE
HADHB	3376.92845	-0.053701112	0.037530665	-1.430859596	0.152470459	0.286649004	no	no	FALSE	FALSE	FALSE
KHK	272.7341722	0.573276309	0.107824124	5.316772248	1.06e-7	1.03e-6	up	no	FALSE	FALSE	FALSE
ADCY3	3198.82475	0.362604115	0.038770142	9.352664032	8.54674e-21	2.84299e-19	up	no	FALSE	FALSE	FALSE
PPM1B	1917.251314	-0.153062463	0.051196904	-2.98968199	0.00279268	0.010622332	down	no	FALSE	FALSE	FALSE
PNPT1	1681.21588	0.323028398	0.059974499	5.386095766	7.20046e-8	7.21414e-7	up	no	FALSE	FALSE	FALSE
DYNC2LI1	191.9659402	-0.005421144	0.116130045	-0.04668167	0.96276694	0.980325627	no	no	FALSE	FALSE	TRUE
SMEK2	4650.673415	-0.024354186	0.036353566	-0.669925643	0.502905192	0.66448828	no	no	FALSE	FALSE	FALSE
THUMPD2	262.3324112	0.218115914	0.109813275	1.986243597	0.047006282	0.114495883	no	no	FALSE	FALSE	FALSE
CYP1B1	6148.098579	-0.19506897	0.030143221	-6.471404304	9.70962e-11	1.4178e-9	down	no	FALSE	FALSE	TRUE
RAB1A	8877.308432	-0.138768452	0.027466046	-5.052363685	4.36376e-7	3.8417e-6	no	no	FALSE	FALSE	TRUE
ACTR2	18636.93222	-0.118616025	0.02291314	-5.176768624	2.26e-7	2.08e-6	no	no	FALSE	FALSE	FALSE
PREB	3413.822547	0.093264733	0.03715013	2.51048199	0.012056647	0.037105596	no	no	FALSE	FALSE	FALSE
SLC5A6	10485.53019	-0.076590962	0.0288356	-2.656125105	0.0079	0.0259	no	no	FALSE	FALSE	FALSE
PREPL	2323.847991	0.067722363	0.045121643	1.500884221	0.133	0.259	no	no	FALSE	FALSE	FALSE
SLC3A1	586.1576568	0.117412441	0.080985118	1.449802688	0.14711355	0.278777533	no	no	FALSE	FALSE	FALSE
EMILIN1	35.15334372	0.21743856	0.154185543	1.410239605	0.158468945	0.29487941	no	no	FALSE	FALSE	FALSE
FBXO11	2600.686518	-0.088221869	0.041078357	-2.147648417	0.031741696	0.083392974	no	no	FALSE	FALSE	FALSE
ATRAID	1858.20017	0.025735025	0.048130239	0.534695569	0.593	0.738	no	no	FALSE	FALSE	FALSE
CENPO	2184.190514	0.112075528	0.046021945	2.435262774	0.0149	0.0444	no	no	FALSE	FALSE	FALSE
LRPPRC	9886.786422	0.237424277	0.025747244	9.221347356	2.93e-20	9.39e-19	up	no	FALSE	FALSE	FALSE
DTNB	727.6717829	-0.114052641	0.077147554	-1.478370141	0.139308733	0.267693134	no	no	FALSE	FALSE	FALSE
ACTR1A	3539.31408	-0.05273742	0.037378976	-1.410884569	0.158278653	0.294653592	no	no	FALSE	FALSE	TRUE
TMEM180	100.2875054	0.511924235	0.143596083	3.565029243	3.64e-4	0.00176	up	no	FALSE	FALSE	FALSE
MYOF	18309.71439	-0.00237325	0.025272188	-0.0939076	0.925	0.959	no	no	TRUE	TRUE	TRUE
STAMBPL1	275.5887199	-0.48948933	0.112347306	-4.356929838	1.32e-5	8.85e-5	down	no	FALSE	FALSE	FALSE
ATAD1	1555.216067	0.063339155	0.060431986	1.048106459	0.294589561	0.460330543	no	no	FALSE	FALSE	FALSE
KIF11	655.8552546	0.260459325	0.075439333	3.452566639	5.55e-4	0.00258	up	no	FALSE	FALSE	FALSE
TACC2	1573.557989	-0.091628947	0.051340603	-1.784726758	0.0743	0.165	no	no	FALSE	FALSE	TRUE
DUSP5	794.6219317	-0.82699289	0.069454398	-11.90699101	1.08834e-32	6.79593e-31	down	down	FALSE	FALSE	FALSE
CALHM2	1166.156608	-0.134300797	0.05776159	-2.325088294	0.0201	0.0571	no	no	FALSE	FALSE	FALSE
ARL3	887.2466743	0.525044752	0.067531519	7.774810373	7.56e-15	1.64e-13	up	no	TRUE	TRUE	TRUE
CEP55	597.0861816	0.35966714	0.0756181	4.756363071	1.97e-6	1.55e-5	up	no	FALSE	FALSE	FALSE
KIF20B	452.8052	0.428443657	0.087133938	4.917069829	8.78e-7	7.35e-6	up	no	FALSE	FALSE	FALSE
ENTPD1	499.0799221	0.421052335	0.082590925	5.098046023	3.43e-7	3.07e-6	up	no	FALSE	FALSE	FALSE
EXOC6	716.2831575	-0.054811311	0.071392558	-0.76774544	0.442638435	0.609521559	no	no	FALSE	FALSE	FALSE
PLCE1	45.56907181	0.244698592	0.154275829	1.586111012	0.112714129	0.228721645	no	no	FALSE	FALSE	TRUE
DBR1	862.0972376	0.108276974	0.066155223	1.636710892	0.102	0.210401574	no	no	FALSE	FALSE	FALSE
DNAJC13	3953.160894	-0.003439439	0.040389433	-0.085156906	0.932	0.963	no	no	FALSE	FALSE	FALSE
GPR87	1499.066413	-0.502921406	0.062455407	-8.052487886	8.11e-16	1.94e-14	down	no	FALSE	FALSE	FALSE
ANXA7	4049.946307	-0.037189153	0.034801276	-1.068614637	0.28524335	0.450622457	no	no	FALSE	FALSE	FALSE
FAM149B1	1500.929102	0.166408869	0.054999713	3.025631593	0.00248	0.00957	up	no	FALSE	FALSE	FALSE
NCOA4	4693.187812	-0.012316203	0.037649538	-0.327127592	0.743571383	0.84639032300000006	no	no	FALSE	FALSE	TRUE
TIMM23	2703.992547	0.134548245	0.041718738	3.225127376	0.001259166	0.005335343	no	no	FALSE	FALSE	FALSE
ASCC1	1053.278922	-0.129491749	0.061087928	-2.119760039	0.034026287	0.088319462	no	no	FALSE	FALSE	FALSE
ZNF365	719.0863411	-0.407419456	0.083357417	-4.88762096	1.02062e-6	8.44763e-6	down	no	FALSE	FALSE	FALSE
RPS24	23934.2796	0.103472876	0.023169797	4.465851616	7.98e-6	5.61e-5	no	no	FALSE	FALSE	FALSE
TET1	71.46188781	0.345932077	0.149779474	2.309609366	0.020909791	0.0591013	no	no	FALSE	FALSE	FALSE
DNA2	228.8239081	0.265470945	0.110405437	2.404509695	0.0162	0.0477	up	no	FALSE	FALSE	FALSE
MYPN	74.41128847	0.2562023	0.147710093	1.734494203	0.082830433	0.17939535	no	no	FALSE	FALSE	FALSE
AOX1	109.5211405	0.040308401	0.136806208	0.294638683	0.768269909	0.864379539	no	no	FALSE	FALSE	FALSE
ATIC	4925.742053	0.386031662	0.036042734	10.71038777	9.1e-27	4.27e-25	up	no	FALSE	FALSE	FALSE
SMARCAL1	406.7636207	0.035421633	0.102604749	0.345224108	0.73	0.838	no	no	FALSE	FALSE	TRUE
BARD1	231.4582576	0.476341591	0.112628512	4.229316226	2.34e-5	1.5e-4	up	no	FALSE	FALSE	FALSE
STAT4	58.40389999	-0.4439164	0.151785464	-2.924630518	0.0034486540000000002	0.012742925	down	no	FALSE	FALSE	FALSE
CARF	72.8370597	0.045750323	0.148910883	0.307232901	0.758666104	0.857232486	no	no	FALSE	FALSE	FALSE
ASNSD1	1208.420761	0.129641501	0.060544145	2.14127233	0.0323	0.0845	no	no	FALSE	FALSE	FALSE
METTL5	1277.020395	0.295391448	0.056466941	5.231228103	1.68e-7	1.58e-6	up	no	FALSE	FALSE	FALSE
SSB	4014.808886	0.287934007	0.039660296	7.260006456	3.87e-13	7.17e-12	up	no	FALSE	FALSE	FALSE
NAB1	733.0670516	-0.106919382	0.07649413	-1.397746229	0.162	0.3	no	no	FALSE	FALSE	FALSE
PPIG	1922.865084	0.088582699	0.04783229	1.851943512	0.064033935	0.146520593	no	no	FALSE	FALSE	FALSE
FASTKD1	340.3047917	0.224043945	0.0994983	2.251736397	0.024338935	0.066997954	no	no	FALSE	FALSE	TRUE
MDH1B	32.8633266	0.147424905	0.152798609	0.964831456	0.334629238	0.504121361	no	no	FALSE	FALSE	FALSE
HECW2	649.4313793	-0.031658951	0.076944388	-0.411452366	0.681	0.803624184	no	no	FALSE	FALSE	FALSE
IDH1	1817.412513	-0.083424288	0.0492528	-1.693797877	0.0903	0.192	no	no	FALSE	FALSE	FALSE
OLA1	3084.199079	0.127912012	0.04130907	3.09646312	0.001958442	0.007827721	no	no	FALSE	FALSE	FALSE
CIR1	494.2207587	-0.002229171	0.081758605	-0.027265274	0.978248154	0.988243736	no	no	FALSE	FALSE	FALSE
SSFA2	2277.27554	0.010079838	0.044532083	0.226350011	0.821	0.898	no	no	FALSE	FALSE	FALSE
FAM117B	604.6331593	0.383954626	0.081896911	4.688267497	2.76e-6	2.11e-5	up	no	FALSE	FALSE	FALSE
WDR12	692.6304836	0.7680745	0.071753708	10.70431785	9.71e-27	4.55e-25	up	up	FALSE	FALSE	FALSE
ABI2	4127.586279	-0.111540247	0.036181272	-3.082817181	0.002050511	0.00814086	no	no	FALSE	FALSE	FALSE
ITGAV	35041.7351	-0.48325974	0.026321375	-18.35997352	2.74741e-75	6.41228e-73	down	no	FALSE	FALSE	FALSE
SLC35A5	667.453509	0.153171448	0.077634121	1.972991327	0.0485	0.117	no	no	FALSE	FALSE	FALSE
DIRC2	691.3671406	-0.033478286	0.074012267	-0.45233429000000003	0.651028177	0.782153773	no	no	FALSE	FALSE	FALSE
SENP7	537.8525813	-0.236554176	0.07905168	-2.992399115	0.002767941	0.010542114	down	no	FALSE	FALSE	FALSE
COX17	1105.332609	-0.110374859	0.062944729	-1.753520281	0.079512741	0.173596519	no	no	FALSE	FALSE	FALSE
MNS1	33.26836799	0.23261031	0.153096429	1.519371236	0.128669078	0.252984624	no	no	FALSE	FALSE	FALSE
USP8	5348.203542	-0.016408864	0.033443137	-0.490649655	0.62367426	0.761122102	no	no	FALSE	FALSE	FALSE
SECISBP2L	890.9728095	-0.224031451	0.068162672	-3.286717544	0.001013624	0.004417194	down	no	FALSE	FALSE	FALSE
TMOD3	7415.827345	-0.120528517	0.030606668	-3.937982291	8.22e-5	4.66e-4	no	no	FALSE	FALSE	FALSE
SPPL2A	3331.997926	-0.095550709	0.037361921	-2.557435642	0.0105	0.0332	no	no	FALSE	FALSE	TRUE
GLCE	1056.466172	-0.031170424	0.069399375	-0.449145599	0.653	0.783585832	no	no	FALSE	FALSE	FALSE
SHF	82.54768573	-0.205179473	0.143738927	-1.427445418	0.153451548	0.287951718	no	no	FALSE	FALSE	FALSE
APH1B	325.0045605	-0.097785118	0.100321806	-0.974714486	0.33	0.499	no	no	FALSE	FALSE	FALSE
VWA9	1463.203849	0.13817643	0.057996555	2.382493767	0.0172	0.0502	no	no	FALSE	FALSE	FALSE
PARP16	396.0656938	0.125859803	0.094112186	1.337338005	0.181112331	0.325865208	no	no	FALSE	FALSE	FALSE
PPCDC	366.7733062	0.244751514	0.094251362	2.596795508	0.009409793	0.030098229	up	no	FALSE	FALSE	TRUE
HCN4	363.2842539	-0.327879169	0.096588805	-3.39458768	6.87e-4	0.00312	down	no	FALSE	FALSE	FALSE
SEMA7A	1918.779573	-0.83950236	0.052573522	-15.96815889	2.13e-57	3.03e-55	down	down	FALSE	FALSE	FALSE
UBL7	761.4257492	0.052369238	0.073592028	0.711615645	0.477	0.64	no	no	FALSE	FALSE	FALSE
FAM13A	193.0383141	-0.179448162	0.121325506	-1.479063787	0.139	0.267	no	no	FALSE	FALSE	FALSE
HERC3	5029.238578	-0.031027816	0.031639163	-0.980677507	0.327	0.496	no	no	FALSE	FALSE	FALSE
HERC6	370.015415	0.124419382	0.105053389	1.184344303	0.236	0.394	no	no	FALSE	FALSE	FALSE
HERC5	98.84169709	0.093657677	0.142360429	0.65789123	0.510608026	0.670311339	no	no	FALSE	FALSE	TRUE
PCDH10	187.8409125	-0.084001831	0.122503294	-0.685710799	0.493	0.655	no	no	FALSE	FALSE	FALSE
C4orf21	121.5766582	0.30186585	0.133363343	2.263484436	0.0236	0.0654	no	no	FALSE	FALSE	FALSE
AP1AR	1161.202409	0.159312057	0.060321857	2.641033686	0.00827	0.0269	up	no	FALSE	FALSE	FALSE
COPS4	1388.597736	0.003991868	0.052724421	0.075711945	0.94	0.968	no	no	FALSE	FALSE	FALSE
HNRNPD	5884.959269	0.265701566	0.032480827	8.180258738	2.83235e-16	7.04968e-15	up	no	FALSE	FALSE	FALSE
SEC31A	9714.287725	-0.087690329	0.030750395	-2.851681413	0.004348866	0.015548671	no	no	FALSE	FALSE	TRUE
AGPAT9	236.9341189	-0.012194079	0.109818128	-0.111038849	0.91158554	0.951274891	no	no	FALSE	FALSE	FALSE
BBS7	289.2310434	-0.069615555	0.109456972	-0.636008415	0.524770937	0.682048917	no	no	FALSE	FALSE	FALSE
KIAA1109	2888.077345	-0.14084736	0.039725784	-3.545489773	3.91884e-4	0.001883611	no	no	FALSE	FALSE	FALSE
BMPR1B	161.0801208	-0.109650879	0.124274248	-0.882329854	0.378	0.55	no	no	FALSE	FALSE	TRUE
RAP1GDS1	2148.407645	0.069107888	0.053680036	1.287403908	0.197953543	0.347477936	no	no	FALSE	FALSE	FALSE
LARP1B	776.7355372	-0.050543871	0.082873286	-0.609893408	0.541932419	0.696004554	no	no	FALSE	FALSE	FALSE
PDE5A	1117.486411	0.138738653	0.058888552	2.355952846	0.0185	0.0533	no	no	FALSE	FALSE	FALSE
PRDM5	89.59065188	-0.023596859	0.142104412	-0.166052963	0.86811527	0.92516025	no	no	FALSE	FALSE	FALSE
NAAA	1228.634418	0.148394103	0.070796691	2.09605986	0.036076881	0.092562003	no	no	FALSE	FALSE	FALSE
NUP54	1203.752732	0.16950681	0.061544554	2.754213004	0.00588	0.0201	up	no	FALSE	FALSE	FALSE
BMP2K	1173.646965	-0.02200649	0.0557606	-0.394660206	0.693093675	0.812202808	no	no	FALSE	FALSE	FALSE
G3BP2	4807.056531	0.02912604	0.033534206	0.868547196	0.385	0.556	no	no	FALSE	FALSE	TRUE
SEPT11	8519.573643	-0.040516682	0.031123678	-1.301796075	0.193	0.341	no	no	FALSE	FALSE	FALSE
FRAS1	2146.238412	0.086582931	0.048900992	1.770576145	0.0766	0.169	no	no	FALSE	FALSE	FALSE
SCARB2	8514.692248	-0.048263154	0.030861344	-1.563870797	0.118	0.236	no	no	FALSE	FALSE	FALSE
CCNG2	2590.375764	-0.321234727	0.04291364	-7.485609012	7.12e-14	1.41e-12	down	no	FALSE	FALSE	TRUE
CNOT6L	1666.778755	0.043564315	0.0497149	0.876282862	0.380876279	0.55247857	no	no	FALSE	FALSE	FALSE
USO1	2723.150576	-0.072535651	0.041388629	-1.752550215	0.079679243	0.173880041	no	no	FALSE	FALSE	FALSE
SHROOM3	3488.839138	-0.112861701	0.036427542	-3.098251874	0.001946659	0.007787183	no	no	FALSE	FALSE	FALSE
ANXA3	4745.939401	-0.383971838	0.041680882	-9.212181191	3.2e-20	1.02e-18	down	no	FALSE	FALSE	TRUE
PPA2	2337.661409	0.174573849	0.049884468	3.499563241	4.66e-4	0.0022	up	no	FALSE	FALSE	FALSE
CENPE	468.2433669	0.174896196	0.085071051	2.055883795	0.0398	0.1	no	no	FALSE	FALSE	FALSE
GSTCD	475.1233201	0.066335111	0.089623829	0.740150375	0.459	0.624	no	no	FALSE	FALSE	FALSE
INTS12	736.6136624	-0.029497826	0.075549898	-0.390441637	0.696210005	0.814657831	no	no	FALSE	FALSE	FALSE
ENPEP	168.3433352	-0.084401903	0.122319211	-0.690013465	0.49018572	0.65179547	no	no	FALSE	FALSE	FALSE
CASP6	505.7051585	-0.010645863	0.090798583	-0.117247018	0.907	0.948	no	no	FALSE	FALSE	FALSE
HADH	905.5224967	0.28276213	0.063451325	4.45636286	8.34e-6	5.84e-5	up	no	FALSE	FALSE	FALSE
PAPSS1	4996.417528	-0.01840797	0.036364774	-0.506203324	0.613	0.752	no	no	FALSE	FALSE	FALSE
SEC24B	2596.296004	-0.077178118	0.041644016	-1.853282329	0.063841903	0.146198676	no	no	FALSE	FALSE	TRUE
PPP3CA	11994.34428	-0.078029764	0.024709954	-3.157827207	0.00159	0.00653	no	no	FALSE	FALSE	FALSE
SLC39A8	1360.121436	0.275878	0.058875264	4.685804902	2.79e-6	2.13e-5	up	no	FALSE	FALSE	TRUE
MTTP	47.33751087	-0.214486045	0.154490691	-1.388342837	0.165032674	0.30396198	no	no	FALSE	FALSE	FALSE
FBN2	1557.243684	-0.227751504	0.051304505	-4.439210648	9.03e-6	6.27e-5	down	no	FALSE	FALSE	FALSE
MAPK8IP3	2003.422931	-0.064667102	0.055325157	-1.168855294	0.242	0.401	no	no	FALSE	FALSE	FALSE
RGS3	500.7512154	-0.34958391	0.081767838	-4.275322884	1.91e-5	1.24e-4	down	no	FALSE	FALSE	TRUE
GUCD1	1428.773622	0.187915596	0.051964622	3.616221775	2.99e-4	0.00148	up	no	FALSE	FALSE	TRUE
RNF185	1019.081826	0.015960315	0.063923148	0.249679739	0.802835028	0.887143922	no	no	FALSE	FALSE	FALSE
B4GALNT3	61.83349655	-0.413941934	0.152458964	-2.71510394	0.00663	0.0222	down	no	FALSE	FALSE	FALSE
ERP27	66.56701565	-0.088461215	0.150494608	-0.587803216	0.557	0.709	no	no	FALSE	FALSE	TRUE
ETV6	445.4508148	-0.118574789	0.08445226	-1.404045183	0.160305395	0.297410164	no	no	FALSE	FALSE	FALSE
GABARAPL1	125.866785	-0.232493958	0.136218845	-1.706767939	0.087865194	0.188082508	no	no	FALSE	FALSE	FALSE
KIF21A	2563.33065	0.017689527	0.043084989	0.410572844	0.681	0.804	no	no	FALSE	FALSE	TRUE
YARS2	768.5105392	0.037166247	0.06879699	0.540230717	0.589037932	0.735045406	no	no	FALSE	FALSE	FALSE
FGD4	883.162247	-0.163627249	0.070002951	-2.337433598	0.01941665	0.05555924	no	no	FALSE	FALSE	TRUE
ALG10	152.5986492	0.160714191	0.127100297	1.264467471	0.206	0.358	no	no	FALSE	FALSE	FALSE
FAM60A	2140.762672	0.181009261	0.047527172	3.808542634	1.4e-4	7.54e-4	up	no	FALSE	FALSE	FALSE
AEBP2	1046.323222	-0.084992973	0.063564243	-1.337119255	0.181183713	0.325942952	no	no	FALSE	FALSE	FALSE
METTL20	65.96845049	0.200216152	0.153629188	1.303242928	0.192491839	0.340835538	no	no	FALSE	FALSE	FALSE
ETNK1	1335.154637	-0.035416242	0.053356188	-0.663770104	0.506837463	0.667219165	no	no	FALSE	FALSE	FALSE
ZCRB1	1014.855284	0.085209335	0.06020559	1.415306035	0.156978786	0.292757005	no	no	FALSE	FALSE	FALSE
TMEM117	185.3029395	0.260259669	0.124024994	2.098445332	0.035865824	0.092136727	no	no	FALSE	FALSE	FALSE
PRICKLE1	932.6723029	-0.318713824	0.064357912	-4.952208881	7.34e-7	6.23e-6	down	no	FALSE	FALSE	TRUE
NDUFA9	181.9016622	0.06069097	0.12146724	0.499648877	0.617322335	0.755857604	no	no	FALSE	FALSE	FALSE
CLSTN3	1624.169914	-0.153854139	0.054658766	-2.814811787	0.004880581	0.017135593	down	no	FALSE	FALSE	FALSE
VAMP1	130.8179582	0.123504358	0.133590552	0.924499197	0.355226469	0.526588842	no	no	FALSE	FALSE	FALSE
TAPBPL	333.8313402	-0.007223917	0.095337637	-0.075771933	0.94	0.968	no	no	FALSE	FALSE	FALSE
CD27	35.93172024	0.044706259	0.154290327	0.289754124	0.772004346	0.867347371	no	no	FALSE	FALSE	FALSE
PEX5	1856.048987	0.138286163	0.04613881	2.997176632	0.002724928	0.01040075	up	no	FALSE	FALSE	FALSE
AMIGO2	2175.780913	-0.139557416	0.047097952	-2.96313129	0.00305	0.0115	no	no	FALSE	FALSE	FALSE
SCAF11	4496.941573	0.049010468	0.035570023	1.377858747	0.168	0.308	no	no	FALSE	FALSE	TRUE
LLPH	1062.646889	0.136961884	0.061634134	2.222175867	0.026271423	0.071385508	no	no	FALSE	FALSE	FALSE
LRIG3	403.7484262	-0.118307912	0.09379392	-1.261360142	0.207179122	0.359664572	no	no	FALSE	FALSE	FALSE
MARCH9	929.8523693	0.128763511	0.062983508	2.044400442	0.040914004	0.102461332	no	no	FALSE	FALSE	FALSE
GLIPR1	1344.335865	0.08393345	0.053947554	1.555834215	0.11974752	0.23931014	no	no	FALSE	FALSE	FALSE
PHLDA1	3867.527217	-0.544842593	0.074895959	-7.274659381	3.47e-13	6.44e-12	down	no	FALSE	FALSE	FALSE
TMEM19	518.2209588	-0.134597156	0.086570077	-1.554776902	0.119999212	0.23974583	no	no	FALSE	FALSE	FALSE
DUSP6	649.28845020000006	-0.701284204	0.073324604	-9.564104914	1.13e-21	3.99e-20	down	down	FALSE	FALSE	TRUE
POC1B	420.7436929	0.735614468	0.100591115	7.312916912	2.61e-13	4.92e-12	up	up	FALSE	FALSE	FALSE
TMTC3	1291.584978	-0.014277178	0.057906405	-0.246556109	0.805	0.888	no	no	FALSE	FALSE	TRUE
SNRPF	1916.191866	0.170891175	0.046434036	3.680299807	2.33e-4	0.00118	up	no	FALSE	FALSE	FALSE
NEDD1	1274.71055	-0.023556652	0.061097683	-0.385557204	0.7	0.818	no	no	FALSE	FALSE	FALSE
SYCP3	35.90406136	0.32600096	0.152870623	2.13252849	0.032963425	0.086094346	no	no	FALSE	FALSE	FALSE
